road_id,barangay,split,manual_constraint_type,applied_constraint_type,display_constraint_type,review_constraint_type,predicted_constrained,predicted_probability,predicted_score_reg,prediction_status,nearest_known_constraint_dist_m,map_color,map_weight,map_opacity,routing_multiplier,avoid_priority,is_blocked,display_label,best_model,best_model_threshold
576,Salvacion,train,traffic_school,traffic_school,traffic_school,traffic_school,1,0.6979038,0.50833774,true_positive,,#FFE082,4,0.95,1.45,0,0,School traffic,GAT,0.28000000000000014
577,Salvacion,train,traffic_school,traffic_school,traffic_school,traffic_school,1,0.6408976,0.45335793,true_positive,,#FFE082,4,0.95,1.45,0,0,School traffic,GAT,0.28000000000000014
578,Salvacion,train,traffic_general,traffic_general,traffic_general,traffic_general,1,0.6029609,0.42004424,true_positive,,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
579,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.4236932,0.3575126,new_predicted_constraint,109.78160497428873,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
580,Salvacion,train,narrow_road_severe,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.41881576,0.36017346,true_positive,,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
581,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.48790628,0.37545103,new_predicted_constraint,56.883806630888785,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
582,Salvacion,train,normal,traffic_school,traffic_school,traffic_school,1,0.69275576,0.5043489,new_predicted_constraint,78.07871033487058,#FFE082,4,0.95,1.45,0,0,School traffic,GAT,0.28000000000000014
583,Salvacion,train,narrow_road_severe,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.41277856,0.35914552,true_positive,,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
584,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.4103606,0.3579111,new_predicted_constraint,31.24923463428875,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
585,Salvacion,train,normal,traffic_school,traffic_school,traffic_school,1,0.48918492,0.37642038,new_predicted_constraint,112.78453879797031,#FFE082,4,0.95,1.45,0,0,School traffic,GAT,0.28000000000000014
586,Salvacion,train,normal,traffic_school,traffic_school,traffic_school,1,0.4895951,0.3768052,new_predicted_constraint,66.27891824351973,#FFE082,4,0.95,1.45,0,0,School traffic,GAT,0.28000000000000014
587,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.48837388,0.37571162,new_predicted_constraint,82.55459916624463,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
588,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.47850242,0.3739624,new_predicted_constraint,44.15080432138718,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
589,San Vicente,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.5572623,0.38117427,new_predicted_constraint,186.7566264784212,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
590,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.42062345,0.3520884,new_predicted_constraint,72.36468988623334,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
591,Salvacion,train,narrow_road_severe,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.48582163,0.37464964,true_positive,,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
592,Salvacion,train,normal,traffic_school,traffic_school,traffic_school,1,0.42996836,0.2693689,new_predicted_constraint,59.263703263010655,#FFE082,4,0.95,1.45,0,0,School traffic,GAT,0.28000000000000014
593,Salvacion,train,narrow_road_severe,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.4613219,0.27106613,true_positive,,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
594,Salvacion,train,traffic_school,traffic_school,traffic_school,traffic_school,1,0.4978163,0.38110852,true_positive,,#FFE082,4,0.95,1.45,0,0,School traffic,GAT,0.28000000000000014
595,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.4115237,0.3581667,new_predicted_constraint,94.77239029744608,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
596,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.50007564,0.33247185,new_predicted_constraint,89.28860994669712,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
597,Salvacion,train,narrow_road_severe,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.5929119,0.3348158,true_positive,,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
598,Salvacion,train,narrow_road_severe,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.5911157,0.33367085,true_positive,,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
599,Salvacion,train,narrow_road_severe,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.5927742,0.33454573,true_positive,,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
600,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.5271598,0.3029703,new_predicted_constraint,28.432178329394663,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
601,San Vicente,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.34642318,0.22500454,new_predicted_constraint,143.50174795905417,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
602,San Vicente,train,traffic_school,traffic_school,traffic_school,traffic_school,1,0.33355203,0.36632717,true_positive,,#FFE082,4,0.95,1.45,0,0,School traffic,GAT,0.28000000000000014
603,San Vicente,train,normal,traffic_school,traffic_school,traffic_school,1,0.28534058,0.2966885,new_predicted_constraint,101.56851031993136,#FFE082,4,0.95,1.45,0,0,School traffic,GAT,0.28000000000000014
604,Santo Niño (Pob.),train,traffic_school,traffic_school,traffic_school,traffic_school,1,0.7494999,0.3995673,true_positive,,#FFE082,4,0.95,1.45,0,0,School traffic,GAT,0.28000000000000014
605,Salvacion,train,narrow_road_severe,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.6928653,0.45385295,true_positive,,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
606,San Vicente,train,narrow_road_severe,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.34032297,0.19577476,true_positive,,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
607,Unknown,train,normal,normal,normal,normal,0,0.18160008,0.31696138,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
608,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.49542022,0.3288805,new_predicted_constraint,143.92274109705664,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
609,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.5897866,0.3332721,new_predicted_constraint,171.78571982450666,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
610,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.58683676,0.33337379,new_predicted_constraint,119.25321388364105,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
611,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.5797268,0.3307817,new_predicted_constraint,176.91787833457164,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
612,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.53895086,0.35208333,new_predicted_constraint,162.07497283364822,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
613,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.53895086,0.35208333,new_predicted_constraint,160.47401900532415,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
614,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.57977986,0.3303737,new_predicted_constraint,156.53523108118821,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
615,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.4931605,0.29313064,new_predicted_constraint,126.10002720394614,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
616,Salvacion,train,normal,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.49205577,0.3295642,new_predicted_constraint,150.778620417058,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
617,San Vicente,train,narrow_road_severe,normal,normal,narrow_road_severe,0,0.22550133,0.20515607,missed_manual_constraint,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
618,New Visayas,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.6409005,0.39053392,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
619,New Visayas,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.71807253,0.38807833,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
620,New Visayas,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.64032036,0.39112657,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
621,New Visayas,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.6262997,0.35405535,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
622,New Visayas,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.6409691,0.39184695,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
623,New Visayas,train,normal,traffic_general,traffic_general,traffic_general,1,0.6548301,0.38826662,new_predicted_constraint,55.73560168638317,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
624,New Visayas,train,normal,traffic_general,traffic_general,traffic_general,1,0.641203,0.43147147,new_predicted_constraint,71.21981646868332,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
625,New Visayas,train,traffic_general,traffic_general,traffic_general,traffic_general,1,0.65042996,0.43813777,true_positive,,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
626,New Visayas,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.64037055,0.4291746,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
627,New Visayas,train,normal,traffic_general,traffic_general,traffic_general,1,0.6548301,0.38826662,new_predicted_constraint,57.908909443185586,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
628,New Visayas,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.7026747,0.40153337,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
629,New Visayas,test,traffic_general,traffic_general,traffic_general,traffic_general,1,0.64352655,0.43138927,true_positive,,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
630,New Visayas,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.64947534,0.4090112,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
631,New Visayas,train,traffic_general,traffic_general,traffic_general,traffic_general,1,0.65539646,0.44254512,true_positive,,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
632,New Visayas,test,traffic_general,traffic_general,traffic_general,traffic_general,1,0.6663087,0.4368171,true_positive,,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
633,New Visayas,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.63701606,0.39079112,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
634,New Visayas,train,normal,narrow_road,narrow_road,narrow_road,1,0.700164,0.403571,new_predicted_constraint,144.9388767225731,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
635,New Visayas,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.64838743,0.3696339,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
636,New Visayas,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.70167994,0.40285194,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
637,New Visayas,train,normal,traffic_general,traffic_general,traffic_general,1,0.64097196,0.4304822,new_predicted_constraint,46.180303098948336,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
638,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8686528,0.52372605,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
639,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8717132,0.46245128,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
640,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8742434,0.46570057,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
641,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8723078,0.46338826,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
642,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.87291884,0.46400523,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
643,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.87466675,0.46595478,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
644,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8727669,0.46390545,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
645,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8737629,0.46501857,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
646,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8686528,0.52372605,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
647,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.87470216,0.46583098,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
648,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.87260675,0.46376306,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
649,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.87431103,0.46546406,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
650,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.87438995,0.4658,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
651,San Francisco (Pob.),val,narrow_road,narrow_road,narrow_road,narrow_road,1,0.78641826,0.41195542,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
652,San Francisco (Pob.),val,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8023375,0.4336714,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
653,San Francisco (Pob.),val,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8023375,0.4336714,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
654,San Francisco (Pob.),val,narrow_road,narrow_road,narrow_road,narrow_road,1,0.84406877,0.43189985,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
655,San Francisco (Pob.),train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.7898357,0.4162786,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
656,San Francisco (Pob.),val,narrow_road,narrow_road,narrow_road,narrow_road,1,0.82059765,0.3784119,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
657,San Francisco (Pob.),train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8282161,0.38090843,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
658,San Vicente,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.28313863,0.2125781,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
659,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.28938553,0.21318291,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
660,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.31108224,0.30680066,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
661,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.36192927,0.38101625,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
662,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.3000808,0.2694685,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
663,San Vicente,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.32388106,0.33395803,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
664,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.30869755,0.3058977,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
665,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.36192927,0.38101625,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
666,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.29559183,0.26313305,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
667,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.33649004,0.3403958,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
668,San Vicente,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.3365946,0.3414979,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
669,San Vicente,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.2836549,0.2128131,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
670,San Vicente,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.29486918,0.25975007,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
671,San Vicente,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.30704322,0.30856264,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
672,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.2997194,0.27845705,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
673,San Vicente,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.30704322,0.30856264,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
674,San Vicente,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.28438246,0.21064049,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
675,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.29739472,0.26944792,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
676,San Vicente,val,normal,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.30038536,0.2699119,new_predicted_constraint,12.464901329864945,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
677,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.3141939,0.31645423,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
678,San Vicente,val,normal,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.31431958,0.31681687,new_predicted_constraint,27.237137526499367,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
679,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.29555756,0.26283783,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
680,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.2976951,0.2694019,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
681,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.30037102,0.26980263,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
682,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.30798098,0.30432695,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
683,San Vicente,val,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.28833812,0.21295562,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
684,San Vicente,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.29498056,0.26063144,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
685,San Pedro,train,normal,normal,normal,normal,0,0.16704568,0.2675115,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
686,San Pedro,train,normal,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.39350313,0.45546305,new_predicted_constraint,51.01377966283148,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
687,San Pedro,test,normal,normal,normal,normal,0,0.110979125,0.1607821,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
688,San Pedro,train,traffic_general,traffic_general,traffic_general,traffic_general,1,0.407719,0.4617939,true_positive,,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
689,San Pedro,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.40043238,0.4602183,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
690,San Pedro,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.3535367,0.43133366,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
691,San Pedro,train,normal,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.39867193,0.45732057,new_predicted_constraint,53.945450529419965,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
692,San Pedro,train,traffic_general,traffic_general,traffic_general,traffic_general,1,0.407024,0.46097255,true_positive,,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
693,San Pedro,train,normal,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.4021157,0.459844,new_predicted_constraint,19.262081227607162,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
694,San Pedro,train,traffic_general,traffic_general,traffic_general,traffic_general,1,0.40739077,0.46222508,true_positive,,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
695,San Pedro,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.34393016,0.43055743,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
696,San Vicente,train,normal,normal,normal,normal,0,0.08608039,0.033834063,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
697,San Pedro,train,normal,traffic_general,traffic_general,traffic_general,1,0.40414247,0.45979023,new_predicted_constraint,51.088531700610886,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
698,San Pedro,train,normal,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.4006346,0.45950776,new_predicted_constraint,39.378698679373144,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
699,San Vicente,train,normal,traffic_general,traffic_general,traffic_general,1,0.31939116,0.21706046,new_predicted_constraint,115.79051730998704,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
700,San Pedro,val,normal,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.4029398,0.39463234,new_predicted_constraint,49.311120639189795,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
701,Santo Niño (Pob.),test,traffic_general,traffic_general,traffic_general,traffic_general,1,0.79900074,0.55199087,true_positive,,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
702,Santo Niño (Pob.),test,traffic_general,traffic_general,traffic_general,traffic_general,1,0.86813205,0.5751434,true_positive,,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
703,Santo Niño (Pob.),train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.81855106,0.38003284,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
704,Santo Niño (Pob.),test,traffic_general,traffic_general,traffic_general,traffic_general,1,0.77234083,0.5387487,true_positive,,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
705,Upper Licanan,train,normal,narrow_road,narrow_road,narrow_road,1,0.43038455,0.27890727,new_predicted_constraint,1138.0169192522035,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
706,New Malitbog,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.88239306,0.502661,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
707,New Malitbog,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.9056946,0.5621986,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
708,New Malitbog,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8663186,0.6335168,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
709,New Malitbog,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8663846,0.63343495,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
710,New Malitbog,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.90274274,0.51947975,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
711,New Malitbog,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.86641127,0.6329494,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
